"lon","lat","sampleid","SecondaryLabel","PLOTID","EMAIL","Confidence","ConfidenceReasoning","LC2000","ForestType2000","NonForestType2000","CropType2000","LC2018end","forestChangeEvent","Change1year","ChangeType1","DegradationDriver1","LossDriver1","SecondForestChangeEvent","Change2year","ChangeType2","DegradationDriver2","LossDriver2","ThirdForestChangeEvent","Change3year","ChangeType3","DegradationDriver3","LossDriver3","morethan3forestchanges","DescribeExtraChanges","ForestType2018","NonForestType2018","CropType2018","mixedLCpixel"
125.7446913,8.910703714,769,"","769","","no","","non-forest","","built-up","built-up","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","built-up","","yes"
125.7457692,7.643001185,978,"","978","","LabelPerennial-MapDEF23","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","unsure","no"
125.7492727,8.201932954,343,"","343","","no","","non-forest","","marshland/swamp","marshland/swamp","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","marshland/swamp","","no"
125.7665203,9.276138371,333,"","333","","no","I have identified it has forest but not so sure.","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.7708322,8.124318514,227,"Degradation","227","tgisorena@yahoo.com","high","2012 image in GE shows aftermath of Typhoon Bopha that affected the area, degradation happened as trees lost only canopy not the whole trees. evidenced by presence of forest in 2014 image in GE.","forest","inland forest","","","forest","yes","2012","Degradation","Typhoons","","no",NA,"",NA,"","",NA,"",NA,"","",NA,"inland forest","","","no"
125.7791866,9.021196493,671,"","671","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.8266176,7.894709127,27,"","27","","LabelPerennial-MapNONFOREST","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
125.8565315,8.99397754,793,"","793","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
125.8608434,9.459394689,160,"","160","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.8640774,9.487422126,812,"","812","","no","mining site","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","other (leave in note)","","no"
125.9020761,8.941156602,512,"","512","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.9349544,9.651274834,732,"","732","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
125.9365714,8.906122306,2,"","2","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
125.9387274,7.856171402,786,"","786","","No","Mix of palm and looks like shrub.","forest","inland forest","","",NA,"yes","","","deforested epoch 2 & 3","Conversion of forests (plantations,,,,non-forest,no,NA,,deforested,2005,yes,,,medium, fishpond)"," agroforestry","","","","","","","Deforestation",NA,"","","","Deforestation","","","perennial crop"
125.9489681,9.070514003,868,"","868","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.9522021,8.23696725,42,"","42","","no","Part of Agusan marsh","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
125.9592089,8.298412016,183,"","183","tgisorena@yahoo.com","high","This is swamp forest of Agusan Marsh and canopy can be small per tree when there is prolonged inundation,","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,"","",NA,"inland forest","","","no"
125.9659463,8.749815446,847,"","847","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.980499,8.566020139,884,"","884","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.9910093,9.246493967,777,"","777","","LabelPerennial-MapNONFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
125.9980162,9.906755701,157,"","157","","LabelPerennial-MapREF1","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
126.0031366,6.983547935,113,"","113","","LabelPerennial-MapMulti","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
126.0166113,6.982739451,86,"","86","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","annual crop","","Not Measured"
126.0228097,6.924798115,336,"","336","","stable non forest",""," rice field,perezazisah@gmail.com,60,non-forest,,stable non forest,stable nonforest Agroforestry,no,,,perennial crop,non-forest,mixed pixels of roads","148198299","","",NA,"","","","stable non forest",NA,"","","stable non forest","","","","N/A non-forest entire time","high","","","","","","stable non forest",NA,NA
126.0314335,7.57454956,590,"","590","","LabelPerennial-MapMulti","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
126.0319725,8.231577359,83,"","83","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
126.0365539,7.215313278,240,"","240","","no","none","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","yes"
126.0451777,9.2249344,428,"","428","","LabelPerennial-MapREF1","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
126.0538015,8.494873569,810,"","810","","No","surrounding areas are plated with Oil palm.","forest","inland forest","","",NA,"yes","","","stable forest","Conversion of forests (plantations,,,,non-forest,no,NA,,stable forest,2016,no,,,medium, fishpond)"," agroforestry","","","","","","","stable forest",NA,"","","","Deforestation","","","shrubs"
126.0810205,9.797071404,802,"Deforestation","802","","no","Mix of annuals and palm. ","forest","inland forest","","","non-forest","yes","2013","Degradation","Unsure","","no",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
126.0877579,7.203725011,359,"","359","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
126.0877579,8.005740896,300,"","300","","LabelPerennial-MapREF1","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
126.0953037,7.564847755,937,"","937","","LabelPerennial-MapREF23","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
126.1098564,6.912401364,197,"","197","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
126.1254871,7.952919958,717,"","717","","LabelPerennial-MapMulti","mix of perennial and road","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","yes"
126.1492026,6.657459486,664,"","664","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
126.1497416,8.401089453,220,"","220","","LabelPerennial-MapREF1","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","unsure","yes"
126.1661808,7.182973928,406,"","406","","no","mixed lc trees and shrubs","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
126.1713012,9.228976819,370,"","370","","LabelPerennial-MapFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
126.2012151,7.404228982,501,"Degradation","501","","no","Mix pixel in 2013 when half of the pixel was degraded","forest","inland forest","","","forest","yes","2013","Degradation","Landslides","","no",NA,"","","","",NA,"",NA,"","","","inland forest","","","yes"
126.2057965,7.78556382,902,"","902","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
126.2365189,7.173272123,109,"","109","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
126.2435257,7.099700101,304,"","304","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
126.2532275,8.904235843,650,"","650","janmerelbrazal@gmail.com","medium","","forest","inland forest","","","forest","yes","2014","Deforestation","","Kaingin making","yes","2016","Reforestation",NA,"no","",NA,"",NA,"","",NA,"inland forest","","","no"
126.2823329,8.860847215,765,"","765","","LabelPerennial-MapFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
126.303084,6.973846129,25,"","25","","stable nonforest Agroforestry",NA,"non-forest","","","","","perennial crop","","","","","","","","","","","","",NA,"","","","","perennial crop","fruit trees (mango,N/A non-forest entire time,,stable non forest, cashew,Deforestation,,34453723,NA,deforested,stable non forest,,,,,non-forest,,NA,,17853423,NA, rambutan durian)",NA
126.3071265,6.980044505,609,"","609","","stable nonforest","","non-forest","","","","","shrubs","","","","","","","","","","","","",NA,"","","","","perennial crop","fruit trees (mango,N/A non-forest entire time,,stable non forest, cashew,Reforestation,,26644240,NA,reforested,stable non forest,,,,,non-forest,,,,21821578,NA, rambutan durian)",NA
126.3243741,8.12647447,626,"","626","","No","Not very certain of the year change occured but there was deforestation. This was replaced with what looks like banana mixed with shrubs then eventually just shrubs in 2018","forest","inland forest","","",NA,"yes","","","multiple events noise","Conversion of forests (plantations,,,,non-forest,no,NA,,multiple events,2009,yes,,,medium, fishpond)"," agroforestry","","","","","","","multiple events noise",NA,"","","","Deforestation","","","shrubs"
126.3483591,7.38590335,116,"","116","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
126.3497066,7.572124109,448,"","448","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
126.3763866,7.992266167,578,"","578","","LabelPerennial-MapFOREST","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
126.3839324,7.654589452,670,"","670","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
126.3866274,7.20076057,745,"","745","","no","Plot mix of shrub and coconut although coconut is takes about 60% of teh plot.","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","yes"
126.4036055,7.793918152,330,"","330","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
126.4685537,7.245227177,198,"","198","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
126.4987371,7.180817971,952,"","952","","LabelPerennial-MapDEF23","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
126.5335019,7.668064181,774,"","774","","LabelPerennial-MapREF1","From 2000 to 2012 the coconut or oil palm occupied the entire plot but by  2015 it has been cleared and by 2018 there were no palms only some shrubs.","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
126.5337714,7.430100462,436,"","436","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
